,date,Trump_Tweet
143,06 Jul 20,"BREAKING NEWS: The Mortality Rate for the China Virus in the U.S. is just about the LOWEST IN THE WORLD! Also, Deaths in the U.S. are way down, a tenfold decrease since the Pandemic height (and, our Economy is coming back strong!)."
144,06 Jul 20,NASDAQ HITS ALL TIME HIGH!
145,06 Jul 20,"If you want your 401k’s and Stocks, which are getting close to an all time high (NASDAQ is already there), to disintegrate and disappear, vote for the Radical Left Do Nothing Democrats and Corrupt Joe Biden. Massive Tax Hikes - They will make you very poor, FAST!"
146,04 Jul 20,"Tony Gonzales (@TonyGonzales4TX) will be a GREAT Congressman for Texas! A Navy veteran, he is Strong on the Economy, Life and the Second Amendment. We need him to defeat the Radical Left in November. Tony has my Complete and Total Endorsement! #TX23 https://t.co/WZcKDEOYn7"
147,04 Jul 20,"Christina Hagan (@RepHagan) will be an incredible Congresswoman for the working families of Northeast Ohio. An early supporter of our #MAGA agenda, she is Strong on Jobs, Border Security and your Second Amendment. Christina is running against an absolute failure, Tim Ryan, who..."
148,04 Jul 20,"My friend, @BillHagertyTN, will be a phenomenal Senator for Tennessee! He did an incredible job for our country as Ambassador to Japan. Strong on the Economy, Trade and the Wall, Bill stands Tall for Law & Order. He has my Complete and Total Endorsement! https://t.co/VGeHlAfQV8"
149,03 Jul 20,"NASDAQ HAD ITS 23RD RECORD CLOSE OF THE YEAR. OTHER EXCHANGES ARE FOLLOWING CLOSELY BEHIND. TREMENDOUS POTENTIAL REMAINING. BIG MONTHS UPCOMING. NEXT YEAR, DEPENDING ON AN ELECTION WIN, WILL BE ONE OF THE BEST EVER! @LouDobbs"
150,03 Jul 20,"The Governor of North Carolina, @RoyCooperNC, made it absolutely IMPOSSIBLE for the Republican Party to have its Convention there - and we all love the State. Millions of Dollars, & JOBS, lost by State. VOTE FOR @DanForestNC!"
151,03 Jul 20,"“It’s a trap because they want to tank the economy and make everything look trrrible so they can make President Trump look bad in November. They want Trump to have to send in troops so it looks bad for him.” Dave Rubin, author of “Don’t Burn This Book.” @seanhannity"
152,02 Jul 20,"JOBS, JOBS, JOBS! #MAGA https://t.co/W3Ify8K2tH"
153,02 Jul 20,HISTORIC JOBS NUMBERS! #MAGA
154,02 Jul 20,News Conference at 9:30. Great Jobs Numbers!
155,26 Jun 20,"Coronavirus deaths are way down. Mortality rate is one of the lowest in the World. Our Economy is roaring back and will NOT be shut down. “Embers” or flare ups will be put out, as necessary!"
156,23 Jun 20,"I brought back Cars & Jobs. Will do it again for Michigan, & everywhere else!!! https://t.co/PbJdI5T8WK"
157,22 Jun 20,"“His (President Trump’s) policies set a foundation that allowed us to survive the pandemic.” @HeyTammyBruce @SteveHiltonx @FoxNews True, we built something so strong that we are now setting economic growth records again - Jobs & Growth!!!"
158,19 Jun 20,"Congressman @BrettGuthrie fights for the Commonwealth of Kentucky! A West Point graduate, he is Strong on Jobs, Reducing Taxes, and our Great Military and Vets. Brett has my Complete and Total Endorsement! #KY02 https://t.co/x5QJfhmUni"
159,19 Jun 20,"The Democrats are doing totally false advertising. They have done NOTHING for years, including when Sleepy Joe was V.P., and they now have a Fake ad that my China Deal is losing us jobs. Opposite, & China is paying us $BILLIONS. Also, I LOVE Seniors & protect Preexisting C’s."
160,19 Jun 20,Proposing $73.7M to @wsdot for the Puget Sound Gateway Program from @USDOT. Will build “missing links” to the Ports and improve commerce and safety – BIG boost to the economy and JOBS!
161,19 Jun 20,".@TulsaPort, $6.2M is coming your way from @USDOT to bring major upgrades and improve rail transportation to the port. HUGE for JOBS and the economy in the region!"
162,19 Jun 20,".@WVDOT will be awarded $12 million from @USDOT to help finish the Corridor H project between Kerens and Parsons, key to a booming economy in the Great State of West Virginia!"
163,16 Jun 20,"Wow! May retail sales show biggest one-month increase of ALL TIME, up 17.7%. Far bigger than projected. Looks like a BIG DAY FOR THE STOCK MARKET, AND JOBS!"
164,12 Jun 20,"Corky Messner (@CorkyForSenate) will be a fantastic Senator for New Hampshire! A West Point graduate, he served our Country in the Army with distinction. Strong on Jobs, Crime, Vets, Military and the Second Amendment..."
165,10 Jun 20,"NASDAQ HITS ALL-TIME HIGH. Tremendous progress being made, way ahead of schedule. USA!"
166,09 Jun 20,NASDAQ HITS ALL-TIME HIGH!
167,08 Jun 20,"Big day for Stock Market. Smart money, and the World, know that we are heading in the right direction. Jobs coming back FAST. Next year will be our greatest ever!"
168,08 Jun 20,"The Lamestream Media refuses to talk about our Country’s record setting Jobs Numbers, which are indicating GREATNESS, and soon!"
169,08 Jun 20,"I built the greatest economy in the World, the best the U.S. has ever had. I am doing it again!"
170,07 Jun 20,Wow! 96% Approval Rating in the Republican Party (and I believe this was before the “GREAT” Jobs Numbers yesterday). Thank you!
171,05 Jun 20,Greatest Top Five Monthly Jobs Gains in HISTORY. We are #1! https://t.co/Cs8NEFbHG0
172,05 Jun 20,"It’s a stupendous number. It’s joyous, let’s call it like it is. The Market was right. It’s stunning! @jimcramer @CNBC"
173,05 Jun 20,"Congratulations to wonderful Charles Payne on having been so optimistic, and therefore correct. Market up BIG!!!"
174,05 Jun 20,I will be doing a News Conference at 10:00 A.M. on the Jobs Numbers! White House.
175,05 Jun 20,This is an AMAZING JOBS REPORT! Edward Lawrence @FoxNews
176,05 Jun 20,Really Big Jobs Report. Great going President Trump (kidding but true)!
177,04 Jun 20,"I feel more and more confident that our economy is in the early stages of coming back very strong. Not everyone agrees with me, but I have little doubt. Watch for September, October, November. Next year will be one of the best ever, and look at the Stock Market NOW!"
178,03 Jun 20,"...millions of dollars, and jobs, for the State. Because of @NC_Governor, we are now forced to seek another State to host the 2020 Republican National Convention."
179,02 Jun 20,"Congresswoman Jackie Walorski (@jackiewalorski) is doing an incredible job for Indiana. She fights for Small Businesses, the Economy, and our incredible Military and Vets! Jackie has my Complete and Total Endorsement! #IN02"
180,29 May 20,".@USDOT is committing $99.95M to @PGHtransit in Pennsylvania to connect Pittsburghers to their two largest commercial employment centers through safe, quick transit service. Great things coming to a great State!"
181,29 May 20,Indiana is set to receive $100M in @USDOT transit funds for the @southshoreline to connect people to jobs around the State and the Chicago-area and help cut down on traffic. @GovHolcomb has worked very hard on this project!
182,26 May 20,"Stock Market up BIG, DOW crosses 25,000. S&P 500 over 3000. States should open up ASAP. The Transition to Greatness has started, ahead of schedule. There will be ups and downs, but next year will be one of the best ever!"
183,25 May 20,"...to find, with all of the jobs and economic development it brings, another Republican National Convention site. This is not something I want to do. Thank you, and I LOVE the people of North Carolina!"
184,23 May 20,"Congressman Mike Kelly (@MikeKellyforPA) is an incredible advocate for Pennsylvania! He fights to Lower your Taxes, Create Jobs, Protect our Borders, and Defend the Second Amendment. Mike has my Complete and Total Endorsement! #PA16 https://t.co/6ckib4Ot0J"
185,22 May 20,"Do nothing A.G. of the Great State of Michigan, Dana Nessel, should not be taking her anger and stupidity out on Ford Motor - they might get upset with you and leave the state, like so many other companies have - until I came along and brought business back to Michigan. JOBS!"
186,21 May 20,"....Together, we built the greatest economy in history. We will do it again – better than ever before!"
187,17 May 20,".....are therefore given massive advantages over The United States, and everyone else? Prior to the Plague floating in from China, our Economy was blowing everybody away, the best of any country, EVER. We will be there again, and soon!"
188,13 May 20,"When the so-called “rich guys” speak negatively about the market, you must always remember that some are betting big against it, and make a lot of money if it goes down. Then they go positive, get big publicity, and make it going up. They get you both ways. Barely legal?"
189,13 May 20,“Newly released documents show Schiff knew all along there was no proof of Russia-Trump collusion.” Wall Street Journal
190,12 May 20,"Crude Oil prices going up as Saudi Arabia cuts production levels. Our great Energy Companies, with millions of JOBS, are starting to look very good again. At the same time, gasoline prices at record lows (like a big Tax Cut). The BEST of all Worlds. “Transition To Greatness”"
191,25 Apr 20,"If the Wall Street Journal “Editorial” writers had called, as they should have, they would have easily found that I was “NOT happy with the Georgia Governor on Tuesday night.” You said the opposite, and got it wrong as you often do!"
192,24 Apr 20,RT @GOPChairwoman: We have a decision as to who will restore our economy after this pandemic.
193,21 Apr 20,We will never let the great U.S. Oil & Gas Industry down. I have instructed the Secretary of Energy and Secretary of the Treasury to formulate a plan which will make funds available so that these very important companies and jobs will be secured long into the future!
194,21 Apr 20,"RT @realDonaldTrump: In light of the attack from the Invisible Enemy, as well as the need to protect the jobs of our GREAT American Citizen…"
195,21 Apr 20,RT @JimInhofe: Our farmers and ranchers are instrumental to Oklahoma’s economy and they’ve been hit hard by #COVID19. This funding will bri…
196,21 Apr 20,"In light of the attack from the Invisible Enemy, as well as the need to protect the jobs of our GREAT American Citizens, I will be signing an Executive Order to temporarily suspend immigration into the United States!"
197,19 Apr 20,".@FoxNews “Dems say President Trump is trying to open the United States Economy too quickly”, but, if I took even a little more time, they would loudly chant that I am moving too slowly. Just political talking points for them. For me it’s about lives & the future of our Country!"
198,17 Apr 20,"Today people started losing their jobs because of Crazy Nancy Pelosi, Cryin’ Chuck Schumer, and the Radical Left, Do Nothing Democrats, who should immediately come back to Washington and approve legislation to help families in America. End your ENDLESS VACATION!"
199,15 Apr 20,"We are having very productive calls with the leaders of every sector of the economy who are all-in on getting America back to work, and soon. More to come! #MAGA"
200,13 Apr 20,"RT @DavidJUrban: @HillaryClinton said she would ""put a lot of coal miners out of jobs"" now @JoeBiden says the same thing to the hardworkin…"
201,12 Apr 20,The big Oil Deal with OPEC Plus is done. This will save hundreds of thousands of energy jobs in the United States. I would like to thank and congratulate President Putin of Russia and King Salman of Saudi Arabia. I just spoke to them from the Oval Office. Great deal for all!
202,12 Apr 20,"The Wall Street Journal Editorial Board doesn’t have a clue on how to fight and win. Their views on Tariffs & Trade are losers for the U.S., but winners for other countries, including China. If we followed their standards, we’d have no Country left. They should love Sleepy Joe!"
203,11 Apr 20,"....economy was shuttered. This is unprecedented, it is unsettling and challenging but, we will rise to meet the occasion.” MACK MCLARTY, Clinton White House Chief of Staff. @LelandVittert @FoxNews Thank you Mack. We will be bigger, better and stronger than ever before!"
204,11 Apr 20,"“I think the situation is unprecedented, and there is no question about that. It’s whiplash! The economy was moving forward at a rapid pace in terms of growth, jobs and even wage increases, and all of a sudden the pandemic hit and the...."
205,10 Apr 20,"This week, in only 4 days, we had the biggest Stock Market increase since 1974. We have a great chance for the really big bounce when the Invisible Enemy is gone!"
206,09 Apr 20,"The Wall Street Journal always “forgets” to mention that the ratings for the White House Press Briefings are “through the roof” (Monday Night Football, Bachelor Finale, according to @nytimes) & is only way for me to escape the Fake News & get my views across. WSJ is Fake News!"
207,08 Apr 20,"Once we OPEN UP OUR GREAT COUNTRY, and it will be sooner rather than later, the horror of the Invisible Enemy, except for those that sadly lost a family member or friend, must be quickly forgotten. Our Economy will BOOM, perhaps like never before!!!"
208,03 Apr 20,"GREAT news this week regarding the Keystone XL Pipeline – moving forward with fantastic paying CONSTRUCTION jobs for hardworking Americans. Promises Made, Promises Kept! #MAGA"
209,31 Mar 20,"Great news! American families will now be able to buy safer, more affordable, and environmentally friendly cars with our new SAFE VEHICLES RULE. Get rid of those old, unsafe clunkers. Build better and safer American cars and create American jobs. Buy American!"
210,31 Mar 20,"With interest rates for the United States being at ZERO, this is the time to do our decades long awaited Infrastructure Bill. It should be VERY BIG & BOLD, Two Trillion Dollars, and be focused solely on jobs and rebuilding the once great infrastructure of our Country! Phase 4"
211,29 Mar 20,"“With the Tax Cuts and new Trade Deals, we were set for a tremendous growth rate this year.... and then the Virus came along.” @larry_kudlow @MariaBartiromo We were breaking all records, especially on employment. It will all come roaring back again, and fast!"
212,24 Mar 20,RT @WhiteHouse: Small businesses power our economy—and President Trump won't let them weather this alone. https://t.co/8pcLgtTxfs
213,24 Mar 20,"Congress must approve the deal, without all of the nonsense, today. The longer it takes, the harder it will be to start up our economy. Our workers will be hurt!"
214,24 Mar 20,"The World market for face masks and ventilators is Crazy. We are helping the states to get equipment, but it is not easy. Just got 400 Ventilators for @NYCMayor Bill de Blasio. Work beginning on 4 hospitals in New York! Millions of different type items coming!"
215,23 Mar 20,RT @TomFitton: Surprise! Destruction of the economy leads to less traffic and pollution.
216,23 Mar 20,RT @FedupMil: Flatten the curve NOT the Economy
217,23 Mar 20,RT @SexCounseling: @realDonaldTrump The fear of the virus cannot collapse our economy that President Trump has built up.
218,20 Mar 20,RT @SenCoryGardner: A huge part of Colorado’s economy relies on restaurants and hospitality. I’m working to help Congress recognize how the…
219,19 Mar 20,"RT @WhiteHouse: When this virus is defeated, our great American economy will bounce back rapidly. https://t.co/812JGjlDIm"
220,17 Mar 20,RT @LindseyGrahamSC: My primary goal is to lessen the loss of life.
221,14 Mar 20,BIGGEST STOCK MARKET RISE IN HISTORY YESTERDAY!
222,10 Mar 20,"Best unemployment numbers in the history of our Country. Best employment number EVER, almost 160 million people working right now. Vote Republican, unless you want to see these numbers obliterated!"
223,09 Mar 20,"So last year 37,000 Americans died from the common Flu. It averages between 27,000 and 70,000 per year. Nothing is shut down, life & the economy go on. At this moment there are 546 confirmed cases of CoronaVirus, with 22 deaths. Think about that!"
224,09 Mar 20,"Saudi Arabia and Russia are arguing over the price and flow of oil. That, and the Fake News, is the reason for the market drop!"
225,06 Mar 20,"JOBS, JOBS, JOBS!!!"
226,06 Mar 20,RT @DailyCaller: A lifelong Dem voter talks about why he flipped to Trump in 2016:
227,05 Mar 20,"Congress has agreed to provide $8 Billion to fight Coronavirus! This means @CDCgov, @HHSGov, and @DHSgov will have the resources they need to Keep America Safe and keep the risk to workers and families very low. This is great news for our Health, our Economy, and our Nation!"
228,03 Mar 20,"Texas & Oklahoma: Mini Mike Bloomberg will kill your drilling, fracking and pipelines. Petroleum based “anything” is dead. Energy jobs gone. Don’t vote for Mini Mike!"
229,03 Mar 20,"This is an incredible time for our nation—we are in the midst of the Great American Comeback! Jobs are booming, incomes are soaring, poverty is plummeting, confidence is surging, and we have completely rebuilt the awesome power of the U.S. Military. PROMISES MADE, PROMISES KEPT! https://t.co/d5RqU1n3Y0"
230,24 Feb 20,"RT @GOP: From wanting to nationalize America’s major industries to banning fracking which could gut nearly 15 million jobs, Bernie Sanders’…"
231,24 Feb 20,The Coronavirus is very much under control in the USA. We are in contact with everyone and all relevant countries. CDC & World Health have been working hard and very smart. Stock Market starting to look very good to me!
232,24 Feb 20,RT @dcexaminer: 'Party of jobs': Ted Cruz predicts blue-collar boom will make difference for GOP in 2020 https://t.co/WzUO2Q66CU
233,21 Feb 20,RT @SenBillCassidy: January #JobsReport:
234,21 Feb 20,"RT @SteveDaines: Obama sure didn’t build this economy... @realDonaldTrump cut taxes, cut regulations and the economy boomed! https://t.co/T…"
235,21 Feb 20,"RT @SenateGOP: American workers from ALL backgrounds are WINNING in our strong, healthy and growing economy!"
236,21 Feb 20,"RT @senatemajldr: Individuals trapped in a cycle of addiction often need assistance to find living & employment, which are vital to their l…"
237,20 Feb 20,RT @GOPChairwoman: The contrast at the #StateOfTheUnion will be clear:
238,19 Feb 20,"RT @realDonaldTrump: ...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Ve…"
239,19 Feb 20,"Highest Stock Market In History, By Far!"
240,19 Feb 20,"...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A & more, I would be at 70%. Oh well, what can you do? https://t.co/8TJf1JjLpn"
241,18 Feb 20,"...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A & more, I would be at 70%. Oh well, what can you do? https://t.co/tJIrhvLcIk"
242,18 Feb 20,"...And this despite Fake Witch Hunts, the Mueller Scam, the Impeachment Hoax etc. With our Economy, Jobs, Military, Vets, 2A & more, I would be at 70%. Oh well, what can you do? https://t.co/3isBydxTXw"
243,11 Feb 20,RT @realDonaldTrump: Wall Street Journal Editorial: “She (Crazy Nancy) aimed at Trump and hit Uncle Joe.”
244,11 Feb 20,RT @realDonaldTrump: BEST USA ECONOMY IN HISTORY!
245,11 Feb 20,"When Jerome Powell started his testimony today, the Dow was up 125, & heading higher. As he spoke it drifted steadily downward, as usual, and is now at -15. Germany & other countries get paid to borrow money. We are more prime, but Fed Rate is too high, Dollar tough on exports."
246,11 Feb 20,"New Stock Market RECORD. Congratulations, spend your money wisely. KEEP AMERICA GREAT!!!!!"
247,11 Feb 20,BEST USA ECONOMY IN HISTORY!
248,10 Feb 20,Wall Street Journal Editorial: “She (Crazy Nancy) aimed at Trump and hit Uncle Joe.”
249,10 Feb 20,"Thank you to @mirandadevine of the New York Post for your interesting (and correct) column today. “Trump has gained 20 points since Impeachment began in October. He gets 67% on economy. Nonwhite approval of Trump is also at a high: 28%, up 10 points in a year. Nice one, Nancy.”"
250,07 Feb 20,RT @dbongino: Trump Boom: U.S. Adds 225k Jobs in January--FAR Surpassing Wall St. Estimates https://t.co/z18Q8JIBJ0
251,07 Feb 20,"JOBS, JOBS, JOBS!"
252,07 Feb 20,"RT @marcorubio: Jobs,security,health care & the education of their children is what matters to people in the real world. Not the silly temp…"
253,07 Feb 20,"RT @RealCandaceO: Trump: boosted the economy, defeated ISIS, got millions off of food stamps and welfare, destroyed terrorists."
254,07 Feb 20,"RT @RepMarkMeadows: Greatest, bravest military in the world led by a President who lets them do their jobs and holds terrorists to account.…"
255,05 Feb 20,RT @SauerBread: @SpeakerPelosi #PelosiTantrum
256,04 Feb 20,"My Approval Rating in the Republican Party = 95%, a record! Big Iowa win. Approval Rating overall = 53%, a new high. With our great Economy and other major successes, would be 20 points higher without the phony Witch Hunts and Hoaxes???"
257,04 Feb 20,"Market up big today on very good economic news. JOBS, JOBS, JOBS!"
258,31 Jan 20,"RT @WhiteHouse: President @realDonaldTrump's policies are making it possible for hardworking Americans to find jobs, develop meaningful car…"
259,31 Jan 20,RT @WhiteHouse: Pro-worker.
260,31 Jan 20,"Americans across the political spectrum are disgusted by the Washington Democrats’ Partisan Hoaxes, Witch Hunts, & Con Jobs. Registered Democrats and Independents are leaving the Democrat Party in droves, & we are welcoming these voters to the Republican Party w/ wide open arms! https://t.co/UCdQXY3vPn"
261,30 Jan 20,"RT @IvankaTrump: 🇺🇸 New Gallup Poll 🇺🇸 Double-digit improvements in how Americans view the nation’s economy, security from terrorism, milit…"
262,29 Jan 20,"For the first time in American History, we have replaced a disastrous Trade Deal that REWARDED outsourcing with a truly FAIR and RECIPROCAL Trade Deal that will keep jobs, wealth and growth right here in AMERICA! https://t.co/bDe8IV9DyD"
263,28 Jan 20,RT @RoyBlunt: #USMCA heading to @POTUS's desk ✅
264,22 Jan 20,RT @TeamTrump: Brad @Parscale with @kilmeade today: There is no Democrat that can compete with @realDonaldTrump and this economy https://t.…
265,22 Jan 20,RT @WarrenDavidson: Honored to join @Varneyco this morning to talk about @realDonaldTrump's visit to #Davos and the thriving #US #economy.…
266,22 Jan 20,RT @RepRonWright: Another month @POTUS has delivered for Americans.
267,22 Jan 20,"Making great progress in @Davos. Tremendous numbers of companies will be coming, or returning, to the USA. Hottest Economy! JOBS, JOBS, JOBS!"
268,22 Jan 20,RT @NRSC: 🚨UPDATE: The Senate passed the USMCA trade agreement! Huge win for American jobs! https://t.co/PjH8QNlkTV
269,22 Jan 20,RT @seanhannity: @realDonaldTrump 'We Will Never Let Socialists Destroy Our Economy or Wreck Our Country' https://t.co/BL9NuBLUP3
270,21 Jan 20,"“It’s about the Economy, stupid”, except when it comes to Trump. The fact is, the Fake News Media hates talking about the Economy, and how incredible it is!"
271,18 Jan 20,"The so-called “Supreme Leader” of Iran, who has not been so Supreme lately, had some nasty things to say about the United States and Europe. Their economy is crashing, and their people are suffering. He should be very careful with his words!"
272,17 Jan 20,Heading to Florida for big Republican Party event. New Stock Market Record. Jobs in USA at all-time high!
273,17 Jan 20,"Mini Mike Bloomberg ads are purposely wrong - A vanity project for him to get into the game. Nobody in many years has done for the USA what I have done for the USA, including the greatest economy in history, rebuilding our military, biggest ever tax & regulation cuts, & 2nd A!"
274,17 Jan 20,RT @GOPChairwoman: What a historic week for @realDonaldTrump!
275,15 Jan 20,"I agree with him on this, 100%. But why would anyone vote Democrat? We are setting all time records with the economy! https://t.co/trTemE8iUz"
276,15 Jan 20,RT @SenTedCruz: The recent jobs report is proof that under @realDonaldTrump & Republicans’ leadership the American people are seeing real r…
277,13 Jan 20,"The Democrats and the Fake News are trying to make terrorist Soleimani into a wonderful guy, only because I did what should have been done for 20 years. Anything I do, whether it’s the economy, military, or anything else, will be scorned by the Rafical Left, Do Nothing Democrats!"
278,10 Jan 20,“I’ve been doing this for 40 years and I’ve never seen anything like this (Economy).” @Varneyco @foxandfriends
279,10 Jan 20,"“11,000 points gained in the Dow in the 3 years since the Election of President Trump. Today it may hit 29,000. That has NEVER happened before in that time frame. That has added 12.8 Trillion Dollars to the VALUE of American Business.” @Varneyco @FoxNews The best is yet to come!"
280,10 Jan 20,"RT @SenShelby: Big news: @Airbus will again increase production rates in #Mobile, AL - resulting in 275 new jobs. Proud this company is bui…"
281,09 Jan 20,"STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 401K’S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?"
282,09 Jan 20,"STOCK MARKET AT ALL-TIME HIGH! HOW ARE YOUR 409K’S DOING? 70%, 80%, 90% up? Only 50% up! What are you doing wrong?"
283,01 Jan 20,RT @TeamTrump: Latinos flourishing under @realDonaldTrump policies:
284,01 Jan 20,RT @TeamTrump: .@realDonaldTrump is strengthening our trade deals:
285,27 Dec 19,“Dow closes at another All-Time High!” @cvpayne @FoxBusiness
286,27 Dec 19,"“Trump Stock Market rally is far outpacing past U.S. presidents” @CNBC With new trade deals, and more, THE BEST IS YET TO COME!"
287,27 Dec 19,RT @TrumpWarRoom: Americans' retirement savings are WINNING BIG under President Trump!
288,27 Dec 19,"RT @AZachParkinson: ""The S&P 500 has returned more than 50% since Trump was elected, more than double the 23% average market return of pres…"
289,27 Dec 19,RT @TrumpWarRoom: President @realDonaldTrump's economy is BOOMING.
290,26 Dec 19,"“Nasdaq Hits 9,000 for First Time Ever” https://t.co/7gyomV32Zy"
291,26 Dec 19,“Trump stock market rally is far outpacing past US presidents” https://t.co/lFegwHMLGr
292,24 Dec 19,"“The Trump Administration, Trump policies, have put our economy on a trajectory it has never been on before.” Griff Jenkins, @foxandfriends"
293,24 Dec 19,"STOCK MARKET CLOSES AT ALL-TIME HIGH! What a great time for the Radical Left, Do Nothing Democrats to Impeach your favorite President, especially since he has not done anything wrong!"
294,24 Dec 19,NASDAQ UP 72.2% SINCE OUR GREAT 2016 ELECTION VICTORY! DOW UP 55.8%. The best is yet to come!
295,24 Dec 19,RT @GOPChairwoman: .@realDonaldTrump’s policies are working:
296,23 Dec 19,"RT @nealshact: On the second anniversary of the passage of the Tax Cuts and Jobs Act, our economic predictions have been vindicated, write…"
297,20 Dec 19,"Economy is GREAT, Big Stock Market uptick today. Best ranking in 20 years admits CNN! https://t.co/fhee5zYqvB"
298,20 Dec 19,"RT @thehill: Pierce Brosnan praises Trump: ""What he’s done for the economy is very good” https://t.co/A6cHALLlsF https://t.co/KvisgRKLGP"
299,18 Dec 19,"....They want to Impeach me (I’m not worried!), and yet they were all breaking the law in so many ways. How can they do that and yet impeach a very successful (Economy Plus) President of the United States, who has done nothing wrong? These people are Crazy!"
300,17 Dec 19,Senator Dan Sullivan is doing a great job for the people of Alaska while supporting our #MAGA Agenda. He fights hard everyday to support our Veterans and the Military. Dan is Strong on the #2A and is 100% pro-jobs. I give Dan Sullivan my Complete and Total Endorsement!
301,17 Dec 19,".@Buddy_Carter is a BUSINESSMAN first. He takes care of our Vets and Troops and is leading the fight to SLASH drug prices! Buddy's 100% pro-Wall & 100% pro-jobs. He will KEEP AMERICA GREAT and has my total, Strong Endorsement!"
302,17 Dec 19,"The new USA Today Poll, just out, has me leading all of the Democrat contenders. That’s hard to believe since the Fake News & 3 year Scams and Witch Hunts, as phony as they are, just never seem to end. The American people are smart. They see the great economy, & everything else!"
303,17 Dec 19,"The Stock Market hit another Record High yesterday, number 133 in less than three years as your all time favorite President, and the Radical Left, Do Nothing Democrats, want to impeach me. Don’t worry, I have done nothing wrong. Actually, they have!"
304,16 Dec 19,New Stock Market high! I will never get bored of telling you that – and we will never get tired of winning!
305,16 Dec 19,"I look very much forward to debating whoever the lucky person is who stumbles across the finish line in the little watched Do Nothing Democrat Debates. My record is so good on the Economy and all else, including debating, that perhaps I would consider more than 3 debates....."
306,16 Dec 19,"....of the most successful presidencies in history. Just in the last few days, incredible jobs numbers, giant trade deals, help for working families, and much more. Over the last 3 years, unemployment falling, earnings rising, criminal justice reform, the heartland revived,...."
307,16 Dec 19,"....of the most successful presidencies in history. Just in the last few days, incredible jobs numbers, giant trade deals, help for working families, and much more. Over the last 3 years, unemployment falling, earnings rising, criminal justice reform, the heartland revived,...."
308,13 Dec 19,"The Wall Street Journal story on the China Deal is completely wrong, especially their statement on Tariffs. Fake News. They should find a better leaker!"
309,13 Dec 19,Record Stock Market & Jobs!
310,13 Dec 19,"How do you get Impeached when you have done NOTHING wrong (a perfect call), have created the best economy in the history of our Country, rebuilt our Military, fixed the V.A. (Choice!), cut Taxes & Regs, protected your 2nd A, created Jobs, Jobs, Jobs, and soooo much more? Crazy!"
311,12 Dec 19,"RT @IvankaTrump: Since the election, women have gained +4 Million jobs, 58.3% of all new jobs created! 👏"
312,11 Dec 19,"RT @GOPChairwoman: While Democrats were pushing impeachment, @realDonaldTrump was delivering results for Pennsylvania:"
313,11 Dec 19,"RT @MikeKellyPA: Promises made, promises kept! USMCA is a big win & will further boost America's economy."
314,11 Dec 19,"RT @PatrickMcHenry: American workers have waited long enough, the time to pass the #USMCA is now. From enabling our economy to continue to…"
315,10 Dec 19,"To Impeach a President who has proven through results, including producing perhaps the strongest economy in our country’s history, to have one of the most successful presidencies ever, and most importantly, who has done NOTHING wrong, is sheer Political Madness! #2020Election"
316,09 Dec 19,The best Economy ever! https://t.co/Ql8f16uGXD
317,06 Dec 19,"JOBS, JOBS, JOBS! https://t.co/QCtWgld2RW"
318,06 Dec 19,"Without the horror show that is the Radical Left, Do Nothing Democrats, the Stock Markets and Economy would be even better, if that is possible, and the Border would be closed to the evil of Drugs, Gangs and all other problems! #2020"
319,06 Dec 19,GREAT JOBS REPORT!
320,06 Dec 19,"Stock Markets Up Record Numbers. For this year alone, Dow up 18.65%, S&P up 24.36%, Nasdaq Composite up 29.17%. “It’s the economy, stupid.”"
321,05 Dec 19,"Nancy Pelosi just had a nervous fit. She hates that we will soon have 182 great new judges and sooo much more. Stock Market and employment records. She says she “prays for the President.” I don’t believe her, not even close. Help the homeless in your district Nancy. USMCA?"
322,04 Dec 19,"RT @VP: Thanks to President @realDonaldTrump’s leadership, we’re living in the BEST economy in the history of the United States! https://t.…"
323,02 Dec 19,“Trump Economy Breaks Holiday Shopping Records.” @FoxNews
324,28 Nov 19,"New Stock Market Record today, AGAIN. Congratulations USA!"
325,26 Nov 19,RT @HeatherChilders: Is there a 2020 Democrat who can compete on the economy? - University of Maryland business professor @PMorici1 weighs…
326,26 Nov 19,"RT @realDonaldTrump: “DOW, NASDAQ, S&P 500 CLOSE AT RECORD HIGHS” https://t.co/q8IuuuUGjb"
327,26 Nov 19,"“DOW, NASDAQ, S&P 500 CLOSE AT RECORD HIGHS” https://t.co/q8IuuuUGjb"
328,25 Nov 19,Another new Stock Market Record. Enjoy!
329,21 Nov 19,".....President before. What they are doing is not legal. But I’m clean, and when I release my financial statement (my decision) sometime prior to Election, it will only show one thing - that I am much richer than people even thought - And that is a good thing. Jobs, Jobs, Jobs!"
330,21 Nov 19,Today I opened a major Apple Manufacturing plant in Texas that will bring high paying jobs back to America. Today Nancy Pelosi closed Congress because she doesn’t care about American Workers!
331,19 Nov 19,NASDAQ UP 27% THIS YEAR ALONE!
